EDF,Isotope,Z,N,A,Blocking Type,Hole/Particle,S.P. Orbit,Nilson Label,Binding Energy(MeV),S.P. Energy(MeV),error flag, unmatch flag
UNE0,'',28,49,77,neutron,hole,1f_5_2,"5, -1, 3, 0, 3",-635.031399,-7.01577,0,0
UNE0,'',28,51,79,neutron,particle,3s_1_2,"1, 1, 4, 0, 0",-643.805207,-1.758038,0,0
UNE0,'',28,51,79,neutron,particle,1g_7_2,"7, 1, 4, 0, 4",-640.815903,1.231266,100,0
UNE0,'',29,50,79,proton,particle,1g_9_2,"9, 1, 4, 0, 4",-653.946737,-11.899568,100,0
UNE0,'',29,50,79,proton,particle,2p_3_2,"3, -1, 3, 0, 1",-657.763306,-15.716137,0,0
UNE0,'',29,50,79,proton,particle,2p_1_2,"1, -1, 3, 0, 1",-656.148499,-14.10133,0,0
UNE0,'',27,50,77,proton,hole,1d_5_2,"5, 1, 2, 0, 2",-613.848458,-28.198711,0,0
UNE0,'',27,50,77,proton,hole,1f_7_2,"7, -1, 3, 0, 3",-621.784695,-20.262474,0,0
UNE0,'',27,50,77,proton,hole,2s_1_2,"1, 1, 2, 0, 0",-616.833184,-25.213985,0,0
UNE0,'',27,50,77,proton,hole,1d_3_2,"3, 1, 2, 0, 2",-617.706032,-24.341137,0,0
UNE0,'',29,50,79,proton,particle,1f_5_2,"5, -1, 3, 0, 3",-655.943376,-13.896207,100,0
UNE0,90Zr,40,50,90,Ground,Ground,Ground,"0, 0, 0, 0, 0",-782.140711,0.0,0,0
UNE0,'',40,49,89,neutron,hole,1g_9_2,"9, 1, 4, 0, 4",-771.206663,-10.934048,0,0
UNE0,'',40,49,89,neutron,hole,2p_3_2,"3, -1, 3, 0, 1",-766.611409,-15.529302,0,0
UNE0,'',40,51,91,neutron,particle,1h_11_2,"11, -1, 5, 0, 5",-785.748801,-3.60809,100,0
UNE0,'',40,51,91,neutron,particle,2d_3_2,"3, 1, 4, 0, 2",-787.830724,-5.690013,0,0
UNE0,'',40,49,89,neutron,hole,2p_1_2,"1, -1, 3, 0, 1",-768.15283,-13.987881,0,0
UNE0,'',40,49,89,neutron,hole,1f_7_2,"7, -1, 3, 0, 3",-763.65425,-18.486461,0,0
UNE0,'',40,49,89,neutron,hole,1f_5_2,"5, -1, 3, 0, 3",-768.698659,-13.442052,0,0
UNE0,'',40,51,91,neutron,particle,2d_5_2,"5, 1, 4, 0, 2",-789.998804,-7.858093,0,0
UNE0,'',40,51,91,neutron,particle,3s_1_2,"1, 1, 4, 0, 0",-788.191251,-6.05054,0,0
UNE0,'',40,51,91,neutron,particle,1g_7_2,"7, 1, 4, 0, 4",-786.828139,-4.687428,100,0
UNE0,'',41,50,91,proton,particle,1g_7_2,"7, 1, 4, 0, 4",-781.347586,0.793125,100,0
UNE0,'',41,50,91,proton,particle,3s_1_2,"1, 1, 4, 0, 0",-780.629872,1.510839,0,0
UNE0,'',41,50,91,proton,particle,2d_5_2,"5, 1, 4, 0, 2",-783.169087,-1.028376,100,0
UNE0,'',39,50,89,proton,hole,1f_5_2,"5, -1, 3, 0, 3",-773.030345,-9.110366,0,0
UNE0,'',41,50,91,proton,particle,1h_11_2,"11, -1, 5, 0, 5",-780.486538,1.654173,100,0
UNE0,'',39,50,89,proton,hole,1f_7_2,"7, -1, 3, 0, 3",-767.652705,-14.488006,0,0
UNE0,'',39,50,89,proton,hole,2p_1_2,"1, -1, 3, 0, 1",-773.831132,-8.309579,0,0
UNE0,'',41,50,91,proton,particle,2d_3_2,"3, 1, 4, 0, 2",-780.748724,1.391987,0,0
UNE0,'',39,50,89,proton,hole,2p_3_2,"3, -1, 3, 0, 1",-772.459134,-9.681577,0,0
UNE0,'',41,50,91,proton,particle,1g_9_2,"9, 1, 4, 0, 4",-788.35477,-6.214059,0,0
UNE0,100Sn,50,50,100,Ground,Ground,Ground,"0, 0, 0, 0, 0",-826.691875,0.0,0,0
UNE0,'',50,51,101,neutron,particle,2d_5_2,"5, 1, 4, 0, 2",-838.55181,-11.859935,0,0
UNE0,'',50,49,99,neutron,hole,1f_5_2,"5, -1, 3, 0, 3",-807.841414,-18.850461,0,0
UNE0,'',50,51,101,neutron,particle,1h_11_2,"11, -1, 5, 0, 5",-834.920118,-8.228243,0,0
UNE0,'',50,51,101,neutron,particle,1g_7_2,"7, 1, 4, 0, 4",-836.217563,-9.525688,0,0
UNE0,'',50,51,101,neutron,particle,3s_1_2,"1, 1, 4, 0, 0",-836.334317,-9.642442,0,0
UNE0,'',50,49,99,neutron,hole,1f_7_2,"7, -1, 3, 0, 3",-803.22098,-23.470895,0,0
UNE0,'',50,51,101,neutron,particle,2d_3_2,"3, 1, 4, 0, 2",-836.525263,-9.833388,0,0
UNE0,'',50,49,99,neutron,hole,2p_1_2,"1, -1, 3, 0, 1",-808.235102,-18.456773,0,0
UNE0,'',50,49,99,neutron,hole,2p_3_2,"3, -1, 3, 0, 1",-806.880829,-19.811046,0,0
UNE0,'',50,49,99,neutron,hole,1g_9_2,"9, 1, 4, 0, 4",-810.640711,-16.051164,0,0
UNE0,'',51,50,101,proton,particle,2d_3_2,"3, 1, 4, 0, 2",-822.77866,3.913215,0,0
UNE0,'',49,50,99,proton,hole,2p_1_2,"1, -1, 3, 0, 1",-822.234047,-4.457828,0,0
UNE0,'',49,50,99,proton,hole,1g_9_2,"9, 1, 4, 0, 4",-824.157541,-2.534334,0,0
UNE0,'',49,50,99,proton,hole,2p_3_2,"3, -1, 3, 0, 1",-820.811671,-5.880204,0,0
UNE0,'',49,50,99,proton,hole,1f_5_2,"5, -1, 3, 0, 3",-821.858964,-4.832911,0,0
UNE0,'',51,50,101,proton,particle,2d_5_2,"5, 1, 4, 0, 2",-824.752497,1.939378,0,0
UNE0,'',51,50,101,proton,particle,1g_7_2,"7, 1, 4, 0, 4",-822.277101,4.414774,0,0
UNE0,'',51,50,101,proton,particle,3s_1_2,"1, 1, 4, 0, 0",-822.719062,3.972813,0,0
UNE0,'',51,50,101,proton,particle,1h_11_2,"11, -1, 5, 0, 5",-821.401076,5.290799,0,0
UNE0,'',49,50,99,proton,hole,1f_7_2,"7, -1, 3, 0, 3",-816.902712,-9.789163,0,0
UNE0,132Sn,50,82,132,Ground,Ground,Ground,"0, 0, 0, 0, 0",-1103.317943,0.0,0,0
UNE0,'',50,81,131,neutron,hole,2d_3_2,"3, 1, 4, 0, 2",-1095.167322,-8.150621,0,0
UNE0,'',50,83,133,neutron,particle,1h_9_2,"9, -1, 5, 0, 5",-1103.65733,-0.339387,0,0
UNE0,'',50,83,133,neutron,particle,3p_3_2,"3, -1, 5, 0, 1",-1105.255704,-1.937761,0,0
UNE0,'',50,83,133,neutron,particle,2f_5_2,"5, -1, 5, 0, 3",-1104.689771,-1.371828,0,0
UNE0,'',50,83,133,neutron,particle,2f_7_2,"7, -1, 5, 0, 3",-1106.489945,-3.172002,0,0
UNE0,'',50,83,133,neutron,particle,3p_1_2,"1, -1, 5, 0, 1",-1104.88574,-1.567797,0,0
UNE0,'',50,81,131,neutron,hole,2d_5_2,"5, 1, 4, 0, 2",-1093.496344,-9.821599,0,0
UNE0,'',50,81,131,neutron,hole,3s_1_2,"1, 1, 4, 0, 0",-1094.699819,-8.618124,0,0
UNE0,'',50,81,131,neutron,hole,1g_7_2,"7, 1, 4, 0, 4",-1095.043222,-8.274721,0,0
UNE0,'',50,81,131,neutron,hole,1h_11_2,"11, -1, 5, 0, 5",-1096.799421,-6.518522,0,0
UNE0,'',50,83,133,neutron,particle,1i_13_2,"13, 1, 6, 0, 6",-1102.854381,0.463562,0,0
UNE0,'',51,82,133,proton,particle,1h_11_2,"11, -1, 5, 0, 5",-1110.883105,-7.565162,0,0
UNE0,'',51,82,133,proton,particle,2d_5_2,"5, 1, 4, 0, 2",-1113.094947,-9.777004,0,0
UNE0,'',49,82,131,proton,hole,1f_5_2,"5, -1, 3, 0, 3",-1085.494494,-17.823449,0,0
UNE0,'',51,82,133,proton,particle,1g_7_2,"7, 1, 4, 0, 4",-1112.161793,-8.84385,0,0
UNE0,'',51,82,133,proton,particle,3s_1_2,"1, 1, 4, 0, 0",-1110.479989,-7.162046,0,0
UNE0,'',49,82,131,proton,hole,1f_7_2,"7, -1, 3, 0, 3",-1081.366729,-21.951214,0,0
UNE0,'',51,82,133,proton,particle,2d_3_2,"3, 1, 4, 0, 2",-1110.964906,-7.646963,0,0
UNE0,'',49,82,131,proton,hole,2p_1_2,"1, -1, 3, 0, 1",-1086.972653,-16.34529,0,0
UNE0,'',49,82,131,proton,hole,2p_3_2,"3, -1, 3, 2, 1",-1081.353042,-21.964901,0,3
UNE0,'',49,82,131,proton,hole,1g_9_2,"9, 1, 4, 0, 4",-1088.161622,-15.156321,0,0
UNE0,208Pb,82,126,208,Ground,Ground,Ground,"0, 0, 0, 0, 0",-1639.859189,0.0,0,0
UNE0,'',82,127,209,neutron,particle,1i_11_2,"11, 1, 6, 0, 6",-1642.523148,-2.663959,0,0
UNE0,'',82,127,209,neutron,particle,3d_5_2,"5, 1, 6, 0, 2",-1642.277103,-2.417914,0,0
UNE0,'',82,127,209,neutron,particle,1j_15_2,"15, -1, 7, 0, 7",-1642.060743,-2.201554,0,0
UNE0,'',82,127,209,neutron,particle,2g_9_2,"9, 1, 6, 0, 4",-1644.129965,-4.270776,0,0
UNE0,'',82,125,207,neutron,hole,1i_13_2,"13, 1, 6, 0, 6",-1631.371783,-8.487406,0,0
UNE0,'',82,125,207,neutron,hole,3p_3_2,"3, -1, 5, 0, 1",-1631.344224,-8.514965,0,0
UNE0,'',82,125,207,neutron,hole,2f_5_2,"5, -1, 5, 0, 3",-1631.393054,-8.466135,0,0
UNE0,'',82,125,207,neutron,hole,1h_9_2,"9, -1, 5, 0, 5",-1630.059673,-9.799516,0,0
UNE0,'',82,127,209,neutron,particle,4s_1_2,"1, 1, 6, 0, 0",-1641.585851,-1.726662,0,0
UNE0,'',82,127,209,neutron,particle,2g_7_2,"7, 1, 6, 0, 4",-1641.943628,-2.084439,0,0
UNE0,'',82,127,209,neutron,particle,3d_3_2,"3, 1, 6, 0, 2",-1641.568871,-1.709682,0,0
UNE0,'',82,125,207,neutron,hole,2f_7_2,"7, -1, 5, 0, 3",-1629.472453,-10.386736,0,0
UNE0,'',82,125,207,neutron,hole,3p_1_2,"1, -1, 5, 0, 1",-1632.043219,-7.81597,0,0
UNE0,'',81,126,207,proton,hole,3s_1_2,"1, 1, 4, 0, 0",-1631.522345,-8.336844,0,0
UNE0,'',81,126,207,proton,hole,1g_7_2,"7, 1, 4, 0, 4",-1628.85773,-11.001459,0,0
UNE0,'',83,126,209,proton,particle,1i_13_2,"13, 1, 6, 0, 6",-1642.486105,-2.626916,0,0
UNE0,'',81,126,207,proton,hole,2d_5_2,"5, 1, 4, 0, 2",-1629.613311,-10.245878,0,0
UNE0,'',81,126,207,proton,hole,1h_11_2,"11, -1, 5, 0, 5",-1630.627042,-9.232147,0,0
UNE0,'',83,126,209,proton,particle,2f_5_2,"5, -1, 5, 0, 3",-1640.874909,-1.01572,0,0
UNE0,'',83,126,209,proton,particle,3p_3_2,"3, -1, 5, 0, 1",-1640.482279,-0.62309,0,0
UNE0,'',83,126,209,proton,particle,1h_9_2,"9, -1, 5, 0, 5",-1643.195317,-3.336128,0,0
UNE0,'',81,126,207,proton,hole,2d_3_2,"3, 1, 4, 0, 2",-1631.383313,-8.475876,0,0
UNE0,'',83,126,209,proton,particle,3p_1_2,"1, -1, 5, 0, 1",-1639.66918,0.190009,0,0
UNE0,'',83,126,209,proton,particle,2f_7_2,"7, -1, 5, 0, 3",-1643.318579,-3.45939,0,0
UNE0,z126_n184,126,184,310,Ground,Ground,Ground,"0, 0, 0, 0, 0",-2142.87947,0.0,0,0
UNE0,'',126,185,311,neutron,particle,4p_3_2,"3, -1, 7, 0, 1",-2145.146018,-2.266548,0,0
UNE0,'',126,185,311,neutron,particle,2h_9_2,"9, -1, 7, 0, 5",-2146.177666,-3.298196,0,0
UNE0,'',126,183,309,neutron,hole,2g_9_2,"9, 1, 6, 0, 4",-2131.668394,-11.211076,0,0
UNE0,'',126,185,311,neutron,particle,1j_13_2,"13, -1, 7, 0, 7",-2148.018261,-5.138791,0,0
UNE0,'',126,183,309,neutron,hole,3d_5_2,"5, 1, 6, 0, 2",-2133.992894,-8.886576,0,0
UNE0,'',126,183,309,neutron,hole,2g_7_2,"7, 1, 6, 0, 4",-2133.68563,-9.19384,0,0
UNE0,'',126,183,309,neutron,hole,4s_1_2,"1, 1, 6, 0, 0",-2134.833538,-8.045932,0,0
UNE0,'',126,185,311,neutron,particle,2h_11_2,"11, -1, 7, 0, 5",-2148.526093,-5.646623,0,0
UNE0,'',126,183,309,neutron,hole,1i_11_2,"11, 1, 6, 0, 6",-2131.429386,-11.450084,0,0
UNE0,'',126,185,311,neutron,particle,3f_7_2,"7, -1, 7, 0, 3",-2146.11224,-3.23277,0,0
UNE0,'',126,185,311,neutron,particle,3f_5_2,"5, -1, 7, 0, 3",-2145.112588,-2.233118,0,0
UNE0,'',126,185,311,neutron,particle,1k_17_2,"17, 1, 8, 0, 8",-2147.629444,-4.749974,0,0
UNE0,'',126,183,309,neutron,hole,3d_3_2,"3, 1, 6, 0, 2",-2134.934788,-7.944682,0,0
UNE0,'',126,183,309,neutron,hole,1j_15_2,"15, -1, 7, 0, 7",-2132.530036,-10.349434,0,0
UNE0,'',127,184,311,proton,particle,3d_3_2,"3, 1, 6, 0, 2",-2135.17225,7.70722,0,0
UNE0,'',125,184,309,proton,hole,2f_7_2,"7, -1, 5, 0, 3",-2140.398196,-2.481274,0,0
UNE0,'',125,184,309,proton,hole,3p_1_2,"1, -1, 5, 0, 1",-2143.795869,0.916399,0,0
UNE0,'',125,184,309,proton,hole,3p_3_2,"3, -1, 5, 0, 1",-2143.022649,0.143179,0,0
UNE0,'',125,184,309,proton,hole,2f_5_2,"5, -1, 5, 0, 3",-2142.384943,-0.494527,0,0
UNE0,'',125,184,309,proton,hole,1h_9_2,"9, -1, 5, 0, 5",-2139.115243,-3.764227,0,0
UNE0,'',127,184,311,proton,particle,4s_1_2,"1, 1, 6, 0, 0",-2134.758372,8.121098,0,0
UNE0,'',127,184,311,proton,particle,2g_7_2,"7, 1, 6, 0, 4",-2136.923257,5.956213,0,0
UNE0,'',127,184,311,proton,particle,3d_5_2,"5, 1, 6, 0, 2",-2136.316305,6.563165,0,0
UNE0,'',127,184,311,proton,particle,1j_15_2,"15, -1, 7, 0, 7",-2139.694314,3.185156,0,0
UNE0,'',127,184,311,proton,particle,2g_9_2,"9, 1, 6, 0, 4",-2139.469787,3.409683,0,0
UNE0,'',125,184,309,proton,hole,1i_13_2,"13, 1, 6, 0, 6",-2140.301322,-2.578148,0,0
UNE0,'',127,184,311,proton,particle,1i_11_2,"11, 1, 6, 0, 6",-2140.073013,2.806457,0,0
